6775,1782801037.648409,5.9246,-72,CSI_DATA,AP,98:F4:AB:29:67:94,-72,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1681882012,0,84,0,0,1682.26,128,[84 -64 4 0 0 0 0 0 0 0 0 0 -24 -24 -22 -23 -25 -24 -24 -23 -22 -23 -18 -20 -22 -20 -16 -18 -22 -15 -19 -20 -20 -23 -21 -22 -18 -24 -17 -22 -14 -18 -16 -21 -16 -16 -16 -14 -12 -13 -12 -13 -12 -11 -12 -12 -13 -10 -13 -11 -14 -10 -13 -10 0 0 -13 -6 -17 -8 -13 -4 -16 -7 -11 -4 -13 -4 -12 -3 -12 -4 -15 -2 -14 -5 -15 -2 -14 -2 -17 -1 -13 -4 -17 -4 -15 -1 -15 -4 -13 -3 -16 -3 -16 -4 -16 -4 -16 -4 -15 -5 -13 -4 -14 -3 -15 -4 0 0 0 0 0 0 0 0 0 0 ]
6776,1782801037.901912,6.8032,-76,CSI_DATA,AP,98:F4:AB:29:67:94,-76,11,1,2,1,1,1,0,0,0,0,-96,0,6,1,1681970184,0,84,0,0,1682.35,384,[84 -64 4 0 0 0 0 0 0 0 0 0 -9 -18 -7 -17 -9 -17 -8 -17 -7 -17 -6 -16 -4 -15 -6 -15 -8 -14 -8 -15 -6 -14 -6 -15 -5 -14 -5 -14 -5 -14 -5 -13 -4 -11 -5 -11 -4 -10 -4 -10 -4 -8 -5 -7 -4 -7 -5 -6 -5 -7 -5 -8 0 0 -6 -5 -7 -5 -5 -4 -5 -3 -5 -4 -6 -3 -4 -4 -6 -2 -7 -2 -6 -2 -5 -2 -6 -1 -6 -1 -5 -2 -5 -2 -6 -2 -5 -2 -5 -2 -4 -1 -5 0 -5 0 -6 0 -4 -1 -5 -1 -5 -1 -7 1 0 0 0 0 0 0 0 0 0 0 ]
6777,1782801038.133485,9.7744,-76,CSI_DATA,AP,98:F4:AB:29:67:94,-76,11,1,2,1,1,1,0,0,0,0,-96,0,6,1,1682060066,0,84,0,0,1682.44,384,[84 -64 4 0 0 0 0 0 0 0 0 0 -20 7 -17 3 -19 6 -16 6 -17 6 -18 2 -18 2 -18 2 -19 2 -19 3 -20 2 -17 2 -18 1 -17 0 -16 0 -15 0 -15 2 -12 3 -14 -1 -13 0 -12 3 -12 3 -12 2 -12 5 -11 3 -10 3 0 0 -10 4 -8 4 -11 6 -8 5 -7 4 -9 3 -7 4 -8 6 -7 6 -9 5 -9 6 -6 8 -7 6 -6 7 -7 7 -6 6 -8 7 -6 4 -6 6 -6 5 -6 6 -7 7 -8 7 -5 5 -6 6 -7 6 0 0 0 0 0 0 0 0 0 0 ]
6778,1782801038.377983,8.4093,-79,CSI_DATA,AP,98:F4:AB:29:67:94,-79,11,1,2,1,1,1,0,0,0,0,-96,0,6,1,1682154959,0,84,0,0,1682.54,384,[84 -64 4 0 0 0 0 0 0 0 0 0 11 -9 11 -7 11 -8 12 -9 11 -7 10 -6 11 -5 11 -6 11 -8 10 -8 11 -7 11 -7 11 -6 10 -6 9 -5 8 -4 7 -4 7 -4 5 -4 5 -4 5 -3 5 -5 4 -6 4 -7 3 -5 3 -7 0 0 3 -5 2 -5 2 -7 1 -4 1 -6 0 -6 1 -6 1 -6 -1 -6 0 -6 -2 -7 0 -7 -1 -8 -1 -7 0 -6 0 -8 0 -7 0 -5 -1 -7 1 -6 1 -5 1 -7 0 -6 -1 -5 0 -7 2 -7 0 0 0 0 0 0 0 0 0 0 ]
6779,1782801038.627291,9.0049,-81,CSI_DATA,AP,98:F4:AB:29:67:94,-81,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1682244987,0,84,0,0,1682.63,128,[84 -64 4 0 0 0 0 0 0 0 0 0 -30 -24 -28 -23 -33 -29 -28 -20 -34 -26 -23 -26 -30 -20 -26 -15 -27 -8 -31 -12 -28 -15 -34 -10 -29 -20 -25 -13 -21 -16 -24 -14 -14 -11 -15 -8 -13 -6 -6 1 -2 -5 -7 -3 6 4 -2 5 -3 8 -6 5 0 0 -5 7 -2 3 1 1 1 8 -3 0 2 5 3 0 0 1 5 1 5 4 5 5 8 11 8 15 4 14 -3 10 -1 13 -1 20 -6 12 -9 12 -6 19 -4 20 -9 15 -11 21 -5 19 -5 27 -3 24 0 0 0 0 0 0 0 0 0 0 ]
6780,1782801038.864788,9.2594,-79,CSI_DATA,AP,98:F4:AB:29:67:94,-79,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1682334340,0,84,0,0,1682.72,128,[84 -64 4 0 0 0 0 0 0 0 0 0 -26 12 -23 7 -30 11 -24 9 -25 7 -23 6 -27 13 -22 11 -24 10 -26 4 -22 5 -21 4 -20 1 -19 4 -13 3 -13 9 -10 7 -9 9 -11 8 -11 8 -15 11 -17 16 -16 18 -16 15 -25 16 -15 7 0 0 -18 11 -19 18 -13 15 -13 19 -13 12 -17 10 -15 10 -16 10 -15 18 -17 14 -20 10 -16 5 -12 6 -16 7 -11 8 -9 5 -6 3 -3 6 1 7 3 2 -1 4 2 6 3 3 5 1 7 2 8 -2 0 0 0 0 0 0 0 0 0 0 ]
6781,1782801039.106720,21.2435,-78,CSI_DATA,AP,98:F4:AB:29:67:94,-78,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1682423677,0,84,0,0,1682.81,128,[84 -64 4 0 0 0 0 0 0 0 0 0 3 -28 0 -28 -2 -31 3 -33 1 -27 4 -30 -2 -24 7 -29 -2 -30 6 -24 7 -23 1 -25 3 -18 0 -17 1 -18 -6 -17 -2 -15 -8 -19 -8 -21 -7 -17 -10 -24 -13 -24 -11 -28 -7 -27 -10 -29 -1 -27 0 0 -10 -21 -15 -21 -16 -26 -18 -24 -12 -21 -10 -20 -7 -24 -8 -23 -12 -24 -11 -23 -8 -20 -5 -19 -4 -19 -1 -11 -3 -11 -9 -9 -8 -9 -7 -8 -11 -8 -11 0 -8 -2 -17 -1 -15 1 -16 2 -16 4 -18 3 0 0 0 0 0 0 0 0 0 0 ]
6782,1782801039.349034,27.0275,-77,CSI_DATA,AP,98:F4:AB:29:67:94,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1682520729,0,84,0,0,1682.9,128,[84 -64 4 0 0 0 0 0 0 0 0 0 -13 -30 -10 -30 -11 -28 -11 -28 -8 -29 -3 -23 -7 -27 -7 -23 -6 -28 -6 -27 -5 -26 -8 -30 -2 -28 -4 -16 -4 -16 -10 -16 -10 -18 -15 -18 -9 -13 -13 -19 -19 -19 -17 -16 -17 -18 -16 -22 -16 -21 -13 -21 0 0 -18 -17 -17 -18 -19 -21 -19 -16 -14 -13 -16 -25 -19 -19 -15 -16 -19 -14 -13 -18 -12 -20 -7 -16 -8 -13 -7 -10 -5 -10 -8 -12 -10 -5 -8 -7 -8 -4 -8 -2 -13 1 -9 2 -13 4 -12 0 -8 3 -9 11 0 0 0 0 0 0 0 0 0 0 ]
6783,1782801039.597133,24.4134,-80,CSI_DATA,AP,98:F4:AB:29:67:94,-80,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1682604492,0,84,0,0,1682.99,128,[84 -64 4 0 0 0 0 0 0 0 0 0 16 23 16 25 16 28 14 25 13 24 6 15 9 22 8 16 13 21 8 20 8 19 5 20 -1 17 2 10 5 6 7 4 8 2 13 -1 11 -2 6 0 14 -3 19 -3 13 2 12 3 16 4 12 4 0 0 16 0 18 4 15 2 20 2 18 0 17 1 17 2 18 -4 18 -6 18 5 18 7 14 3 12 -2 10 -3 9 -5 10 -4 11 -13 9 -10 5 -12 4 -12 6 -15 8 -22 9 -22 12 -22 5 -18 3 -22 0 0 0 0 0 0 0 0 0 0 ]
6784,1782801039.840643,21.3192,-81,CSI_DATA,AP,98:F4:AB:29:67:94,-81,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1682689900,0,84,0,0,1683.07,128,[84 -64 4 0 0 0 0 0 0 0 0 0 21 29 19 24 21 26 18 23 13 24 14 23 15 19 10 20 16 16 12 18 12 22 10 17 4 18 7 12 5 7 6 7 7 6 8 3 9 0 13 -2 14 -3 17 -4 15 1 16 1 16 3 16 4 0 0 14 1 15 0 13 -6 12 -7 11 -3 10 -1 11 -3 8 -1 11 -3 11 -4 9 -4 0 -3 2 0 -6 -3 -7 -7 -7 -9 -10 -10 -11 -11 -13 -14 -16 -16 -17 -17 -21 -21 -20 -24 -24 -24 -25 -21 -27 -28 0 0 0 0 0 0 0 0 0 0 ]
